wikidata_id:ID(Player),name,enwiki_title,country_of_citizenship,place_of_birth,native_language,sex_or_gender,date_of_birth,height,mass,work_period_start,work_period_end,nickname,handedness,schools_attended
Q112687854,Jaylin Williams,Jaylin Williams,United States of America,Fort Smith,,male,29 June 2002,208 centimetre,,,,,,University of Arkansas
Q14469653,Aaron Harrison,Aaron Harrison,United States of America,San Antonio,English,male,28 October 1994,198 centimetre,96 kilogram,2015,,,,Travis High School; University of Kentucky
Q741265,Doug Christie,Doug Christie,United States of America,Seattle,English,male,09 May 1970,198 centimetre,93 kilogram,1992,2007,,,Rainier Beach High School; Mark Morris High School; Pepperdine University
Q2429069,Trevor Booker,Trevor Booker,United States of America,Whitmire,English,male,25 November 1987,201 centimetre,110 kilogram,2010,,,,Clemson University
Q14473981,Vander Blue,Vander Blue,United States of America,Milwaukee,English,male,22 July 1992,193 centimetre,91 kilogram,2013,,,,James Madison Memorial High School; Marquette University
Q2434352,Matthew Dellavedova,Matthew Dellavedova,Australia,Maryborough,,male,08 September 1990,193 centimetre,94 kilogram,2013,,Delly,,Saint Mary's College of California; Saint Mary's College of California
Q741842,Elvin Hayes,Elvin Hayes,United States of America,Rayville,English,male,17 November 1945,206 centimetre,107 kilogram,1968,1984,,,University of Houston
Q740121,Tyrone Hill,Tyrone Hill,United States of America,Cincinnati,English,male,19 March 1968,206 centimetre,109 kilogram,1990,2003,,,Withrow High School; Xavier University
Q742119,Buck Williams,Buck Williams,United States of America,Rocky Mount,English,male,08 March 1960,203 centimetre,97 kilogram,1981,1998,,,University of Maryland; Rocky Mount High School
Q745367,Larry Foust,Larry Foust,United States of America,Painesville,English,male,24 June 1928,206 centimetre,98 kilogram,1950,1962,,,La Salle University
Q746616,Craig Brackins,Craig Brackins,United States of America,Lancaster,English,male,09 October 1987,208 centimetre,104 kilogram,2010,,,,Brewster Academy; Iowa State University
Q3814814,Kevin Gamble,Kevin Gamble,United States of America,Springfield,English,male,13 November 1965,196 centimetre,210 pound,1987,1997,Oscar,,University of Iowa; University of Iowa; Lanphier High School; Lincoln College
Q3814844,Kevin Salvadori,Kevin Salvadori,United States of America,Wheeling,English,male,30 December 1970,213 centimetre,105 kilogram,,,,,Seton-La Salle Catholic High School
Q116044722,Quenton Jackson,Quenton Jackson,United States of America,Los Angeles,,male,15 September 1998,196 centimetre,,,,,,Texas A&M University
Q2422043,Oliver Lafayette,Oliver Lafayette,Croatia; United States of America,Baton Rouge,English,male,06 May 1984,188 centimetre,86 kilogram,2007,,,,Blinn College; University of Houston
Q3820613,LaSalle Thompson,LaSalle Thompson,United States of America,Cincinnati,English,male,23 June 1961,208 centimetre,245 pound,1981,1997,,,University of Texas at Austin; Withrow High School
Q3814501,Ken Norman,Ken Norman,United States of America,Chicago,English,male,05 September 1964,203 centimetre,215 pound,1987,1997,,,Crane High School; University of Illinois at Urbana–Champaign
Q2436964,Jeff Foote,Jeff Foote,Poland; United States of America,Barton,English,male,14 July 1987,213 centimetre,120 kilogram,2010,2014,,,Cornell University
Q14474298,Ian Clark,Ian Clark (basketball),United States of America,Memphis,English,male,07 March 1991,191 centimetre,79 kilogram,2013,,,,Germantown High School; Belmont University
Q14431691,Nik Stauskas,Nik Stauskas,Canada,Mississauga,,male,07 October 1993,198 centimetre,205 pound,2014,,,,University of Michigan; St. Mark's School; Loyola Catholic Secondary School; South Kent School
Q745776,Daniel Santiago,Daniel Santiago,Puerto Rico,Lubbock,,male,24 June 1976,216 centimetre,120 kilogram,1996,2015,,,Saint Vincent College
Q3814512,Ken Smith,"Ken Smith (basketball, born 1953)",United States of America,Dallas,English,male,12 July 1953,201 centimetre,185 pound,,,,,Lon Morris College; University of Tulsa; South Oak Cliff High School
Q14834367,Kristaps Porziņģis,Kristaps Porzi%C5%86%C4%A3is,Latvia,Liepāja,,male,02 August 1995,218 centimetre,112 kilogram,2011,,,,
Q112573170,Josh Minott,Josh Minott,Jamaica; United States of America,Boca Raton,,male,25 November 2002,,,,,,,
Q743850,Bobby Jones,"Bobby Jones (basketball, born 1951)",United States of America,Charlotte,English,male,18 December 1951,206 centimetre,95 kilogram,1974,1986,The Secretary of Defense; Bobby,,University of North Carolina at Chapel Hill; South Mecklenburg High School
Q3814630,Kenny Hasbrouck,Kenny Hasbrouck,United States of America,"Washington, D.C.",English,male,14 August 1986,191 centimetre,90 kilogram; 86 kilogram,2010,,,,Cardinal Gibbons School; Siena College
Q3817490,Kurt Nimphius,Kurt Nimphius,United States of America,Milwaukee,English,male,13 March 1958,208 centimetre,218 pound,1980,1991,,,Arizona State University; South Milwaukee High School
Q2438533,Clifton McNeely,Clifton McNeely,United States of America,"Greenwood, Wise County, Texas",English,male,22 June 1919,,,,,,,Texas Wesleyan University; Slidell High School
Q3826619,Lanard Copeland,Lanard Copeland,Australia; United States of America,Atlanta,English,male,26 July 1965,198 centimetre,86 kilogram,1989,2008,,,Washington High School; Georgia State University
Q2438886,Darington Hobson,Darington Hobson,United States of America,Las Vegas,English,male,29 September 1987,201 centimetre,95 kilogram,2010,,,,University of New Mexico; Leader's Academy High School for Business and Academic Success
Q742104,Justin Hamilton,"Justin Hamilton (basketball, born 1990)",Croatia; United States of America,Newport Beach,English,male,01 April 1990,213 centimetre,118 kilogram,2012,,,,Iowa State University; Lone Peak High School
Q3814516,Ken Suesens,Ken Suesens,United States of America,Des Moines,English,male,23 October 1916,185 centimetre,79 kilogram,1938,1949,,,University of Iowa
Q3814637,Kenny Payne,Kenny Payne,United States of America,Laurel,English,male,25 November 1966,203 centimetre,88 kilogram,1989,2000,,,Northeast Jones High School; University of Louisville
Q3826272,Lamar Green,Lamar Green,United States of America,Birmingham,English,male,22 March 1947,201 centimetre,210 pound,1969,1975,,,Morehead State University; George Washington Carver High School
Q744920,Dāvis Bertāns,D%C4%81vis Bert%C4%81ns,Latvia,Valmiera,,male,12 November 1992,208 centimetre,95 kilogram,2007,,,,
Q3815277,Kim Anderson,Kim Anderson (basketball),United States of America,Sedalia,English,male,12 May 1955,201 centimetre,200 pound,1977,1982,,,University of Missouri; Smith-Cotton High School
Q112652081,Vince Williams Jr.,Vince Williams Jr.,United States of America,Toledo,,male,30 August 2000,198 centimetre,,,,,,Virginia Commonwealth University
Q112228274,Jalen Williams,Jalen Williams,United States of America,Denver,,male,14 April 2001,198 centimetre,,,,,,Santa Clara University
Q2445101,Charles Jenkins,Charles Jenkins (basketball),United States of America,Brooklyn,English,male,28 February 1989,191 centimetre,98 kilogram,2011,,,,Springfield Gardens High School; Holy Cross High School; Hofstra University
Q15737093,Jarrett Durham,Jarrett Durham,United States of America,Aliquippa,English,male,22 August 1949,196 centimetre,188 pound,,,,,Aliquippa Senior High School; Duquesne University
Q770696,Cazzie Russell,Cazzie Russell,United States of America,Chicago,English,male,07 June 1944,196 centimetre,99 kilogram,1966,1981,Instant Offense,,University of Michigan; Carver Military Academy
Q15908865,Jordan Adams,Jordan Adams,United States of America,Atlanta,English,male,08 July 1994,196 centimetre,100 kilogram,2014,,,,"University of California, Los Angeles; Oak Hill Academy"
Q3830303,Leonard Gray,Leonard Gray,United States of America,Kansas City,English,male,19 December 1951,203 centimetre,240 pound,1974,1977,,,"Sumner Academy of Arts & Science; University of Kansas; California State University, Long Beach"
Q772141,Wes Matthews,Wes Matthews,United States of America,Sarasota,English,male,24 August 1959,185 centimetre,77 kilogram,1980,1998,,,Warren Harding High School; University of Wisconsin–Madison
Q15516502,A. W. Holt,A. W. Holt,United States of America,Jackson,,male,26 August 1946,201 centimetre,95 kilogram,,,,,Jackson State University
Q15602335,Red Davis,Red Davis (basketball),United States of America,New York City,English,male,22 April 1932,201 centimetre,100 kilogram,,,,,St. John's University
Q3827154,Larry Krystkowiak,Larry Krystkowiak,United States of America,Missoula,English,male,23 September 1964,206 centimetre,220 pound,1986,1998,,,Big Sky High School; University of Montana
Q3827157,Larry McNeill,Larry McNeill,United States of America,Hoke County,English,male,31 January 1951,206 centimetre,195 pound,1973,1984,,,George Westinghouse Career and Technical Education High School; Marquette University
Q3827161,Larry Moffett,Larry Moffett,United States of America,Mobile,English,male,05 November 1954,203 centimetre,210 pound,1977,1986,,,"Murray State University; University of Nevada, Las Vegas"
Q3829349,Ledell Eackles,Ledell Eackles,United States of America,Baton Rouge,English,male,24 November 1966,196 centimetre,220 pound,1988,2000,Electricista; Top Gun; A-Train; Instant,,University of New Orleans; Broadmoor High School
Q3830841,Les Jepsen,Les Jepsen,United States of America,Bowbells,English,male,24 June 1967,213 centimetre,237 pound,1990,1995,,,University of Iowa
Q3830948,Lester Conner,Lester Conner,United States of America,Memphis,English,male,17 September 1959,193 centimetre,180 pound,1982,1997,,,Los Medanos College; Fremont Federation of High Schools; Oregon State University; Oregon State University; Chabot College
Q3831343,Levi Fontaine,Levi Fontaine,United States of America,Philadelphia,English,male,01 November 1948,193 centimetre,86 kilogram,,,,,
Q3832633,Lindsay Hairston,Lindsay Hairston,United States of America,Detroit,English,male,08 December 1951,201 centimetre,82 kilogram,,,,,Michigan State University; Kettering High School
Q2455991,Chris Johnson,"Chris Johnson (basketball, born 1985)",United States of America,"Washington, D.C.",English,male,17 July 1985,211 centimetre,95 kilogram,2009,,,,Colonial Beach High School; Laurinburg Institute; Louisiana State University
Q767622,Darryl Watkins,Darryl Watkins,United States of America,Paterson,English,male,08 November 1984,211 centimetre,117 kilogram; 258 pound,2007,,,,Syracuse University; Paterson Catholic High School
Q2450307,Acie Law,Acie Law,United States of America,Dallas,English,male,25 January 1985,190 centimetre,89 kilogram,2007,2014,,,Texas A&M University; Justin F. Kimball High School
Q3829367,Lee Davis,Lee Davis,United States of America,Raleigh,English,male,11 October 1945,203 centimetre,107 kilogram,1968,1976,,,North Carolina Central University
Q2449958,Milt Palacio,Milt Palacio,United States of America; Belize,Los Angeles,English,male,07 February 1978,191 centimetre,88 kilogram,1999,2013,,,Midland College; Junípero Serra High School; Colorado State University
Q2458102,Žarko Čabarkapa,%C5%BDarko %C4%8Cabarkapa,Yugoslavia; Montenegro; Serbia and Montenegro,Zrenjanin,,male,21 May 1981,211 centimetre,107 kilogram,1997,2009,,,
Q3830254,Leo Gottlieb,Leo Gottlieb,United States of America,New York City,English,male,28 November 1920,180 centimetre,82 kilogram,1939,1948,,,DeWitt Clinton High School
Q2451066,Brandon Wallace,Brandon Wallace,United States of America,Statesboro,English,male,14 March 1985,206 centimetre,225 pound,2007,2013,,,University of South Carolina
Q763614,Kelvin Cato,Kelvin Cato,United States of America,Atlanta,English,male,26 August 1974,211 centimetre,125 kilogram,1997,2007,,,University of South Alabama; Lithonia High School
Q764130,Terrico White,Terrico White,United States of America,Memphis,English,male,07 March 1990,196 centimetre,92 kilogram,2011,,,,University of Mississippi; Craigmont High School
Q778308,Jamie Watson,Jamie Watson (basketball),United States of America,Elm City,English,male,23 February 1972,201 centimetre,86 kilogram,1994,2006,,,Ralph L. Fike High School; University of South Carolina
Q770761,Devin Brown,Devin Brown,United States of America,Salt Lake City,English,male,30 December 1978,196 centimetre,100 kilogram,2002,2012,,,University of Texas at San Antonio
Q775144,Stephane Lasme,St%C3%A9phane Lasme,Gabon,Port-Gentil,,male,17 December 1982,203 centimetre,98 kilogram,2002,,The Gabon Beast,,University of Massachusetts Amherst; Collège et Lycée Raponda Walker
Q779600,Bill Roberts,Bill Roberts (basketball),United States of America,Fort Wayne,English,male,03 March 1925,206 centimetre,91 kilogram,1947,1951,,,University of Wyoming
Q15516299,Edmund Lawrence,Edmund Lawrence (basketball),United States of America,Lake Charles,English,male,08 December 1952,213 centimetre,103 kilogram,,,,,McNeese State University
Q2455369,Rafael Araújo,Rafael Ara%C3%BAjo (basketball),Brazil,Curitiba,,male,12 August 1980,211 centimetre,125 kilogram,2004,2014,,,Brigham Young University
Q3837112,Lorenzo Williams,"Lorenzo Williams (basketball, born 1969)",United States of America,Ocala,English,male,15 July 1969,206 centimetre,200 pound,1992,2000,,,Stetson University; Polk State College
Q15432248,Al Jackson,Al Jackson (basketball),United States of America,Cleveland,English,male,29 July 1943; 1943,185 centimetre,185 pound,,,,,Benedictine High School
Q15911723,Troy Daniels,Troy Daniels,United States of America,Roanoke,English,male,15 July 1991,193 centimetre,91 kilogram,2013,,,,William Fleming High School; Virginia Commonwealth University
Q2450222,Jeff Adrien,Jeff Adrien,United States of America,Naples; Brookline,English,male,10 February 1986,201 centimetre,110 kilogram,2009,,,,University of Connecticut; Brewster Academy; Brookline High School
Q767836,Hank McDowell,Hank McDowell,United States of America,Memphis,English,male,13 November 1959,206 centimetre,98 kilogram,1981,1990,,,University of Memphis
Q767817,Phil Zevenbergen,Phil Zevenbergen,United States of America,Seattle,English,male,13 April 1964,208 centimetre,104 kilogram,1987,1999,,,Edmonds College; Seattle Pacific University; University of Washington
